recode_id,PUBCHEM_SUBSTANCE_URL,LIPID_MAPS_CMPD_URL,LM_ID,COMMON_NAME,CATEGORY,MAIN_CLASS,SUB_CLASS,CHEBI_ID,INCHI_KEY,INCHI,STATUS,SYSTEMATIC_NAME,SYNONYMS,EXACT_MASS,FORMULA,LIPIDBANK_ID,PUBCHEM_SID,PUBCHEM_CID,KEGG_ID,HMDBID
LMST05010008,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702346,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010008,LMST05010008,"16alpha,17beta-Estriol 16-(beta-D-glucuronide)",Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,FQYGGFDZJFIDPU-JRSYHJKYSA-N,"InChI=1S/C24H32O9/c1-24-7-6-13-12-5-3-11(25)8-10(12)2-4-14(13)15(24)9-16(21(24)29)32-23-19(28)17(26)18(27)20(33-23)22(30)31/h3,5,8,13-21,23,25-29H,2,4,6-7,9H2,1H3,(H,30,31)/t13-,14-,15+,16-,17+,18+,19-,20+,21+,23-,24+/m1/s1",Active,"estra-1,3,5(10)-triene-3,16alpha,17beta-triol 16-D-glucuronide",,464.204636,C24H32O9,,24702346,122281,C05504,HMDB06766
LMST05010009,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702347,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010009,LMST05010009,2-Methoxy-estradiol-17beta 3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],36491,LLCPFVIBUZJITJ-GVEMAFOVSA-N,"InChI=1S/C25H34O9/c1-25-8-7-12-13(15(25)5-6-18(25)26)4-3-11-9-17(16(32-2)10-14(11)12)33-24-21(29)19(27)20(28)22(34-24)23(30)31/h9-10,12-13,15,18-22,24,26-29H,3-8H2,1-2H3,(H,30,31)/t12-,13+,15-,18-,19-,20-,21+,22-,24+,25-/m0/s1",Active,"2-methoxy-estra-1,3,5(10)-triene-3,17beta-diol 3-D-glucuronide",,478.220286,C25H34O9,,24702347,443076,C11131,HMDB06765
LMST05010010,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702348,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010010,LMST05010010,2-Methoxyestrone 3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],37450,NZTHZDNDYACBSX-FJNWEKAQSA-N,"InChI=1S/C25H32O9/c1-25-8-7-12-13(15(25)5-6-18(25)26)4-3-11-9-17(16(32-2)10-14(11)12)33-24-21(29)19(27)20(28)22(34-24)23(30)31/h9-10,12-13,15,19-22,24,27-29H,3-8H2,1-2H3,(H,30,31)/t12-,13+,15-,19-,20-,21+,22-,24+,25-/m0/s1",Active,"2-methoxy,3-hydroxy-estra-1,3,5(10)-trien-17-one 3-D-glucuronide",,476.204636,C25H32O9,,24702348,443077,C11132,HMDB04482
LMST05010011,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702349,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010011,LMST05010011,Estrone 3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],28919,FJAZVHYPASAQKM-JBAURARKSA-N,"InChI=1S/C24H30O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-16,18-21,23,26-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,18+,19+,20-,21+,23-,24+/m1/s1",Active,"3-hydroxy-estra-1,3,5(10)-trien-17-one 3-D-glucuronide",,446.194071,C24H30O8,,24702349,115255,C11133,HMDB04483
LMST05010012,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702350,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010012,LMST05010012,Testosterone glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],28835,NIKZPECGCSUSBV-HMAFJQTKSA-N,"InChI=1S/C25H36O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h11,14-21,23,27-29H,3-10H2,1-2H3,(H,30,31)/t14-,15-,16-,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1",Active,17beta-hydroxyandrost-4-en-3-one 3-D-glucuronide,,464.241021,C25H36O8,,24702350,108192,C11134,HMDB03193
LMST05010013,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702351,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010013,LMST05010013,Androsterone 3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],28832,VFUIRAVTUVCQTF-BSOWLZGZSA-N,"InChI=1S/C25H38O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-16,18-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,13+,14-,15-,16-,18-,19-,20+,21-,23+,24-,25-/m0/s1",Active,3alpha-hydroxy-5alpha-androstan-17-one 3-D-glucuronide,,466.256671,C25H38O8,,24702351,114833,C11135,HMDB02829
LMST05010014,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702352,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010014,LMST05010014,Etiocholan-3alpha-ol-17-one 3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],37451,VFUIRAVTUVCQTF-SDHZCXLISA-N,"InChI=1S/C25H38O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-16,18-21,23,27-29H,3-11H2,1-2H3,(H,30,31)/t12-,13-,14+,15+,16+,18+,19+,20-,21+,23-,24+,25+/m1/s1",Active,3alpha-hydroxy-5beta-androstan-17-one 3-D-glucuronide,,466.256671,C25H38O8,,24702352,443078,C11136,HMDB04484
LMST05010016,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702354,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010016,LMST05010016,6alpha-Glucuronosylhyodeoxycholate,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,MAXKTGFGXCXJFY-HHUAQUJWSA-M,"InChI=1S/C30H48O10/c1-14(4-7-22(32)33)17-5-6-18-16-13-21(39-28-25(36)23(34)24(35)26(40-28)27(37)38)20-12-15(31)8-10-30(20,3)19(16)9-11-29(17,18)2/h14-21,23-26,28,31,34-36H,4-13H2,1-3H3,(H,32,33)(H,37,38)/p-1/t14-,15-,16+,17-,18+,19+,20+,21+,23+,24+,25-,26+,28-,29-,30-/m1/s1",Active,"3alpha,6alpha-dihydroxy-5beta-cholan-24-oic acid 6-D-glucuronide",,567.316926,C30H47O10,,24702354,443097,C11246,
LMST05010017,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702355,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010017,LMST05010017,"16alpha,17beta-Estriol 3-(beta-D-glucuronide)",Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,UZKIAJMSMKLBQE-JRSYHJKYSA-N,"InChI=1S/C24H32O9/c1-24-7-6-13-12-5-3-11(32-23-19(28)17(26)18(27)20(33-23)22(30)31)8-10(12)2-4-14(13)15(24)9-16(25)21(24)29/h3,5,8,13-21,23,25-29H,2,4,6-7,9H2,1H3,(H,30,31)/t13-,14-,15+,16-,17+,18+,19-,20+,21+,23-,24+/m1/s1",Active,"estra-1,3,5(10)-triene-3,16alpha,17beta-triol 3-D-glucuronide",,464.204636,C24H32O9,,24702355,443103,C11288,HMDB10335
LMST05010018,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702356,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010018,LMST05010018,17beta-Estradiol 3-sulfate-17-(beta-D-glucuronide),Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,VRMSCBRLZUCJBX-QXYWQCSFSA-M,"InChI=1S/C24H32O11S/c1-24-9-8-14-13-5-3-12(35-36(30,31)32)10-11(13)2-4-15(14)16(24)6-7-17(24)33-23-20(27)18(25)19(26)21(34-23)22(28)29/h3,5,10,14-21,23,25-27H,2,4,6-9H2,1H3,(H,28,29)(H,30,31,32)/p-1/t14-,15-,16+,17+,18+,19+,20-,21+,23-,24+/m1/s1",Active,"estra-1,3,5(10)-triene-3,17beta-diol 3-sulfate-17-D-glucuronide",,527.158713,C24H31O11S,,24702356,443104,C11289,HMDB10358
LMST05010019,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=24702357,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010019,LMST05010019,"16alpha,17beta-Estriol 17-(beta-D-glucuronide)",Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,CZGFLAQOJPXVRV-FLVROIOLSA-M,"InChI=1S/C24H32O9/c1-24-7-6-13-12-5-3-11(25)8-10(12)2-4-14(13)15(24)9-16(26)21(24)33-23-19(29)17(27)18(28)20(32-23)22(30)31/h3,5,8,13-21,23,25-29H,2,4,6-7,9H2,1H3,(H,30,31)/p-1/t13-,14-,15+,16-,17+,18+,19-,20+,21+,23+,24+/m1/s1",Active,"estra-1,3,5(10)-triene-3,16alpha,17beta-triol 17-D-glucuronide",,463.196811,C24H31O9,,24702357,443133,C11346,HMDB10354
LMST05010020,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=49703777,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010020,LMST05010020,"(23S)-23,25-dihydroxy-24-oxovitamin D3 23-(beta-glucuronide) / (23S)-23,25-dihydroxy-24-oxocholecalciferol 23-(beta-glucuronide)",Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,USYNZBLVOOXNSN-ARRWHRBTSA-N,"InChI=1S/C33H50O10/c1-17-8-11-21(34)16-20(17)10-9-19-7-6-14-33(5)22(12-13-23(19)33)18(2)15-24(29(38)32(3,4)41)42-31-27(37)25(35)26(36)28(43-31)30(39)40/h9-10,18,21-28,31,34-37,41H,1,6-8,11-16H2,2-5H3,(H,39,40)/b19-9+,20-10-/t18-,21+,22-,23+,24+,25+,26+,27-,28+,31?,33-/m1/s1",Active,"(5Z,7E)-(3S,23S)-24-oxo-9,10-seco-5,7,10(19)-cholestatriene-3,23,25-triol 23-D-glucuronide",,606.340401,C33H50O10,VVD0621,49703777,9547634,C03033,HMDB10361
LMST05010021,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=49703778,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010021,LMST05010021,25-hydroxyvitamin D2 25-(beta-glucuronide) / 25 hydroxyergocalciferol 25-(beta-glucuronide),Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,MWEHQOJAQKGFMP-IZMSGZPRSA-N,"InChI=1S/C34H52O8/c1-19-10-14-24(35)18-23(19)13-12-22-8-7-17-34(6)25(15-16-26(22)34)20(2)9-11-21(3)33(4,5)42-32-29(38)27(36)28(37)30(41-32)31(39)40/h9,11-13,20-21,24-30,32,35-38H,1,7-8,10,14-18H2,2-6H3,(H,39,40)/b11-9+,22-12+,23-13-/t20-,21+,24+,25-,26+,27+,28+,29-,30+,32?,34-/m1/s1",Active,"(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraene-3,25-diol 25-D-glucuronide",,588.366221,C34H52O8,VVD0627,49703778,9547260,,
LMST05010022,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300895,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010022,LMST05010022,Chenodeoxycholic acid 3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,GDNGOAUIUTXUES-IQMUYDQMSA-N,"InChI=1S/C30H48O10/c1-14(4-7-21(32)33)17-5-6-18-22-19(9-11-30(17,18)3)29(2)10-8-16(12-15(29)13-20(22)31)39-28-25(36)23(34)24(35)26(40-28)27(37)38/h14-20,22-26,28,31,34-36H,4-13H2,1-3H3,(H,32,33)(H,37,38)/t14-,15+,16-,17-,18+,19+,20-,22+,23?,24?,25?,26?,28?,29+,30-/m1/s1",Active,"3alpha,6alpha-dihydroxy-5beta-cholan-24-oic acid 3-D-glucuronide",,568.324751,C30H48O10,,85300895,44263356,,HMDB02430
LMST05010023,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300896,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010023,LMST05010023,Glycocholic acid 3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,VWVUPCZJJTVACP-CZXMWULHSA-N,"InChI=1S/C32H53NO12/c1-14(4-7-22(36)33-13-23(37)38)17-5-6-18-24-19(12-21(35)32(17,18)3)31(2)9-8-16(10-15(31)11-20(24)34)44-30-27(41)25(39)26(40)28(45-30)29(42)43/h14-21,24-30,34-35,39-43H,4-13H2,1-3H3,(H,33,36)(H,37,38)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25?,26?,27?,28?,30?,31+,32-/m1/s1",Active,"N-(3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oyl)-glycine 3-D-glucuronide",,643.356780,C32H53NO12,,85300896,44263357,,HMDB02472
LMST05010024,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300897,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010024,LMST05010024,6-dehydrotestosterone 17-glucosiduronic acid,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],32709,GCIVSXAHMONYLO-HMAFJQTKSA-N,"InChI=1S/C25H34O8/c1-24-9-7-13(26)11-12(24)3-4-14-15-5-6-17(25(15,2)10-8-16(14)24)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h3-4,11,14-21,23,27-29H,5-10H2,1-2H3,(H,30,31)/t14-,15-,16-,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1",Active,"3-oxoandrosta-4,6-dien-17beta-yl beta-D-glucopyranosiduronic acid","6,7-didehydrotestosterone O-glucuronide; 6-dehydrotestosterone O-glucuronide",462.225371,C25H34O8,,85300897,5460852,,
LMST05010025,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300898,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010025,LMST05010025,17beta-estradiol 17-glucosiduronic acid,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],791,MTKNDAQYHASLID-QXYWQCSFSA-N,"InChI=1S/C24H32O8/c1-24-9-8-14-13-5-3-12(25)10-11(13)2-4-15(14)16(24)6-7-17(24)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-21,23,25-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,17+,18+,19+,20-,21+,23-,24+/m1/s1",Active,"3-hydroxyestra-1,3,5(10)-trien-17beta-yl beta-D-glucopyranosiduronic acid",17beta-Estradiol 17-(beta-D-glucuronide); Estradiol-17beta-glucuronide; Glucuronosylestradiol,448.209721,C24H32O8,,85300898,5281887,C11237,
LMST05010026,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300899,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010026,LMST05010026,17alpha-estradiol 3-glucosiduronic acid,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],15822,MUOHJTRCBBDUOW-FNUZHIFDSA-N,"InChI=1S/C24H32O8/c1-24-9-8-14-13-5-3-12(10-11(13)2-4-15(14)16(24)6-7-17(24)25)31-23-20(28)18(26)19(27)21(32-23)22(29)30/h3,5,10,14-21,23,25-28H,2,4,6-9H2,1H3,(H,29,30)/t14-,15-,16+,17-,18+,19+,20-,21+,23-,24+/m1/s1",Active,"17alpha-hydroxyestra-1,3,5(10)-trien-3-yl beta-D-glucopyranosiduronic acid",17alpha-estradiol 3-glucuronide; Estradiol-17alpha 3-D-glucuronoside; estradiol-17alpha 3-D-glucuronoside,448.209721,C24H32O8,,85300899,11988264,C04300,
LMST05010027,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300900,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010027,LMST05010027,17alpha-(N-acetyl-D-glucosaminyl)estradiol 3-glucosiduronic acid,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],16129,BHYDXVJSMVVTCR-YWXAGLIRSA-N,"InChI=1S/C32H45NO13/c1-13(35)33-22-24(37)23(36)20(12-34)44-30(22)45-21-8-7-19-18-5-3-14-11-15(4-6-16(14)17(18)9-10-32(19,21)2)43-31-27(40)25(38)26(39)28(46-31)29(41)42/h4,6,11,17-28,30-31,34,36-40H,3,5,7-10,12H2,1-2H3,(H,33,35)(H,41,42)/t17-,18-,19+,20-,21-,22-,23-,24-,25+,26+,27-,28+,30+,31-,32+/m1/s1",Active,"17alpha-(2-acetamido-2-deoxy-beta-D-glucopyranosyloxy)estra-1,3,5(10)-trien-3-yl beta-D-glucopyranosiduronic acid",17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside; 17alpha-(N-acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside; 17alpha-(N-acetyl-D-glucosaminyl)estradiol 3-glucuronide,651.289095,C32H45NO13,,85300900,5460168,C04806,
LMST05010028,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300901,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010028,LMST05010028,,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,GDNGOAUIUTXUES-BWGRGVIUSA-N,"InChI=1S/C30H48O10/c1-14(4-7-21(32)33)17-5-6-18-22-19(9-11-30(17,18)3)29(2)10-8-16(12-15(29)13-20(22)31)39-28-25(36)23(34)24(35)26(40-28)27(37)38/h14-20,22-26,28,31,34-36H,4-13H2,1-3H3,(H,32,33)(H,37,38)/t14-,15+,16-,17-,18+,19+,20-,22+,23+,24+,25-,26+,28-,29+,30-/m1/s1",Active,"(3alpha,5beta,7alpha)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-beta-D-Glucopyranosiduronic acid",,568.324751,C30H48O10,,85300901,20849182,,HMDB02430
LMST05010029,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300902,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010029,LMST05010029,,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,BWWWIHHYPYDOJQ-VXRFQTOZSA-N,"InChI=1S/C32H51NO12/c1-14(4-7-22(36)33-13-23(37)38)17-5-6-18-24-19(12-21(35)32(17,18)3)31(2)9-8-16(10-15(31)11-20(24)34)44-30-27(41)25(39)26(40)28(45-30)29(42)43/h14-21,24-28,30,34-35,39-41H,4-13H2,1-3H3,(H,33,36)(H,37,38)(H,42,43)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26+,27-,28+,30-,31+,32-/m1/s1",Active,"(3a,5b,7a,12a)-24-[(carboxymethyl)amino]-1,12-dihydroxy-24-oxocholan-3-yl-b-D-Glucopyranosiduronic acid",,641.341130,C32H51NO12,,85300902,21252304,,HMDB02472
LMST05010030,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300903,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010030,LMST05010030,11-beta-hydroxyandrosterone-3-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,BRPLOVMHAFXVOQ-FCDCEIOTSA-N,"InChI=1S/C25H38O9/c1-24-8-7-12(33-23-20(30)18(28)19(29)21(34-23)22(31)32)9-11(24)3-4-13-14-5-6-16(27)25(14,2)10-15(26)17(13)24/h11-15,17-21,23,26,28-30H,3-10H2,1-2H3,(H,31,32)/t11-,12-,13+,14+,15+,17-,18+,19+,20-,21+,23-,24+,25+/m1/s1",Active,,,482.251586,C25H38O9,,85300903,44263358,,HMDB10351
LMST05010031,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300904,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010031,LMST05010031,11-Hydroxyprogesterone 11-glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,WVTMNZAPPOMZST-UCMXSJKRSA-N,"InChI=1S/C27H38O9/c1-12(28)16-6-7-17-15-5-4-13-10-14(29)8-9-26(13,2)19(15)18(11-27(16,17)3)35-25-22(32)20(30)21(31)23(36-25)24(33)34/h10,15-23,25,30-32H,4-9,11H2,1-3H3,(H,33,34)/t15?,16-,17?,18?,19?,20+,21+,22-,23+,25-,26+,27-/m1/s1",Active,,,506.251586,C27H38O9,,85300904,42621273,,HMDB10364
LMST05010032,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300905,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010032,LMST05010032,11-Oxo-androsterone glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,QTXWOOLAHRQMGZ-KYRWCVLKSA-N,"InChI=1S/C25H36O9/c1-24-8-7-12(33-23-20(30)18(28)19(29)21(34-23)22(31)32)9-11(24)3-4-13-14-5-6-16(27)25(14,2)10-15(26)17(13)24/h11-14,17-21,23,28-30H,3-10H2,1-2H3,(H,31,32)/t11-,12-,13+,14+,17-,18+,19+,20-,21+,23-,24+,25+/m1/s1",Active,,,480.235936,C25H36O9,,85300905,44263359,,HMDB10338
LMST05010033,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300906,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010033,LMST05010033,"15-hydroxynorandrostene-3,17-dione glucuronide",Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,ADQUXZRKOKKULD-CZOXBATISA-N,"InChI=1S/C24H32O9/c1-24-7-6-13-12-5-3-11(25)8-10(12)2-4-14(13)17(24)15(9-16(24)26)32-23-20(29)18(27)19(28)21(33-23)22(30)31/h8,12-15,17-21,23,27-29H,2-7,9H2,1H3,(H,30,31)/t12-,13+,14+,15-,17+,18-,19-,20+,21-,23+,24+/m0/s1",Active,,,464.204636,C24H32O9,,85300906,44263360,,HMDB10353
LMST05010034,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300907,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010034,LMST05010034,"16-alpha,17-beta-estriol 17-beta-D-glucuronide",Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,CZGFLAQOJPXVRV-FLVROIOLSA-N,"InChI=1S/C24H32O9/c1-24-7-6-13-12-5-3-11(25)8-10(12)2-4-14(13)15(24)9-16(26)21(24)33-23-19(29)17(27)18(28)20(32-23)22(30)31/h3,5,8,13-21,23,25-29H,2,4,6-7,9H2,1H3,(H,30,31)/t13-,14-,15+,16-,17+,18+,19-,20+,21+,23+,24+/m1/s1",Active,,,464.204636,C24H32O9,,85300907,5281904,,HMDB10354
LMST05010035,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300908,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010035,LMST05010035,17-beta-estradiol 3-sulfate-17-(beta-D-glucuronide),Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,VRMSCBRLZUCJBX-QXYWQCSFSA-N,"InChI=1S/C24H32O11S/c1-24-9-8-14-13-5-3-12(35-36(30,31)32)10-11(13)2-4-15(14)16(24)6-7-17(24)33-23-20(27)18(25)19(26)21(34-23)22(28)29/h3,5,10,14-21,23,25-27H,2,4,6-9H2,1H3,(H,28,29)(H,30,31,32)/t14-,15-,16+,17+,18+,19+,20-,21+,23-,24+/m1/s1",Active,,,528.166538,C24H32O11S,,85300908,5281895,,HMDB10358
LMST05010036,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300909,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010036,LMST05010036,,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,OGXFAGFSKKOOPU-ACHUJRBVSA-N,"InChI=1S/C25H40O9/c1-24-8-7-12(33-23-20(30)18(28)19(29)21(34-23)22(31)32)9-11(24)3-4-13-14-5-6-16(27)25(14,2)10-15(26)17(13)24/h11-21,23,26-30H,3-10H2,1-2H3,(H,31,32)/t11-,12+,13-,14-,15-,16-,17+,18-,19-,20+,21?,23+,24-,25-/m0/s1",Active,17-hydroxyandrostane-3-glucuronide,,484.267236,C25H40O9,,85300909,44263361,,HMDB10359
LMST05010037,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300910,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010037,LMST05010037,"3,17-Androstanediol glucuronide",Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,GYNWSIBKBBWJJW-WWLGJQRMSA-N,"InChI=1S/C25H40O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-21,23,26-29H,3-11H2,1-2H3,(H,30,31)/t12-,13+,14-,15-,16-,17-,18-,19-,20+,21-,23+,24-,25-/m0/s1",Active,,,468.272321,C25H40O8,,85300910,16727166,,HMDB10321
LMST05010038,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300911,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010038,LMST05010038,,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,ZFFFJLDTCLJDHL-FSNMTVSXSA-N,"InChI=1S/C27H44O8/c1-13(28)17-6-7-18-16-5-4-14-12-15(8-10-26(14,2)19(16)9-11-27(17,18)3)34-25-22(31)20(29)21(30)23(35-25)24(32)33/h13-23,25,28-31H,4-12H2,1-3H3,(H,32,33)/t13-,14-,15-,16+,17?,18+,19+,20+,21+,22-,23+,25-,26+,27-/m1/s1",Active,"3-alpha,20-alpha-dihydroxy-5-beta-pregnane 3-glucuronide",,496.303621,C27H44O8,,85300911,44263362,,HMDB10352
LMST05010039,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=85300912,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST05010039,LMST05010039,3-alpha-androstanediol glucuronide,Sterol Lipids [ST],Steroid conjugates [ST05],Glucuronides [ST0501],,GYNWSIBKBBWJJW-PAXPDMBVSA-N,"InChI=1S/C25H40O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h12-21,23,26-29H,3-11H2,1-2H3,(H,30,31)/t12-,13-,14+,15+,16+,17+,18+,19+,20-,21+,23-,24+,25+/m1/s1",Active,,,468.272321,C25H40O8,,85300912,44263363,,HMDB10339
